Fund,Month,Net Return
Alpha Partners,2024-01-01,2.36%
Alpha Partners,2024-02-01,1.17%
Alpha Partners,2024-03-01,0.61%
Alpha Partners,2024-04-01,0.55%
Alpha Partners,2024-05-01,2.91%
Alpha Partners,2024-06-01,-0.35%
Alpha Partners,2024-07-01,1.8%
Alpha Partners,2024-08-01,2.62%
Alpha Partners,2024-09-01,1.22%
Alpha Partners,2024-10-01,0.97%
Alpha Partners,2024-11-01,-1.36%
Alpha Partners,2024-12-01,1.61%
Xenon Strategies,2023-07-01,0.0028
Xenon Strategies,2023-08-01,-0.0037
Xenon Strategies,2023-09-01,0.0104
Xenon Strategies,2023-10-01,0.0288
Xenon Strategies,2023-11-01,0.0062
Xenon Strategies,2023-12-01,-0.0157
Xenon Strategies,2024-01-01,-0.064
Xenon Strategies,2024-02-01,-0.058
Xenon Strategies,2024-03-01,-0.0899
Xenon Strategies,2024-04-01,-0.1299
Xenon Strategies,2024-05-01,0.0192
Xenon Strategies,2024-06-01,0.0026
Xenon Strategies,2024-07-01,0.0091
Xenon Strategies,2024-08-01,0.0398
Xenon Strategies,2024-09-01,0.0106
Xenon Strategies,2024-10-01,-0.0088
Xenon Strategies,2024-11-01,-0.011
Xenon Strategies,2024-12-01,0.0162
Ironwood Fund,2023-07-01,4.21%
Ironwood Fund,2023-08-01,-0.01%
Ironwood Fund,2023-09-01,-1.95%
Ironwood Fund,2023-10-01,0.94%
Ironwood Fund,2023-11-01,4.07%
Ironwood Fund,2023-12-01,5.11%
Ironwood Fund,2024-01-01,-6.36%
Ironwood Fund,2024-02-01,-6.24%
Ironwood Fund,2024-03-01,-7.72%
Ironwood Fund,2024-04-01,-7.23%
Ironwood Fund,2024-05-01,2.28%
Ironwood Fund,2024-06-01,-0.09%
Ironwood Fund,2024-07-01,1.85%
Ironwood Fund,2024-08-01,-0.79%
Ironwood Fund,2024-09-01,1.17%
Ironwood Fund,2024-10-01,2.93%
Ironwood Fund,2024-11-01,3.01%
Ironwood Fund,2024-12-01,3.48%
Pinnacle Macro Fund,2023-01-01,0.45%
Pinnacle Macro Fund,2023-02-01,0.12%
Pinnacle Macro Fund,2023-03-01,-0.22%
Pinnacle Macro Fund,2023-04-01,0.05%
Pinnacle Macro Fund,2023-05-01,0.56%
Pinnacle Macro Fund,2023-06-01,0.1%
Pinnacle Macro Fund,2023-07-01,-0.23%
Pinnacle Macro Fund,2023-08-01,0.12%
Pinnacle Macro Fund,2023-09-01,0.1%
Pinnacle Macro Fund,2023-10-01,-0.26%
Pinnacle Macro Fund,2023-11-01,-0.34%
Pinnacle Macro Fund,2023-12-01,-0.03%
Pinnacle Macro Fund,2024-01-01,0.2%
Pinnacle Macro Fund,2024-02-01,-0.02%
Pinnacle Macro Fund,2024-03-01,0.2%
Pinnacle Macro Fund,2024-04-01,0.48%
Pinnacle Macro Fund,2024-05-01,-0.23%
Pinnacle Macro Fund,2024-06-01,0.1%
Pinnacle Macro Fund,2024-07-01,0.03%
Pinnacle Macro Fund,2024-08-01,-0.33%
Pinnacle Macro Fund,2024-09-01,0.15%
Pinnacle Macro Fund,2024-10-01,-0.4%
Pinnacle Macro Fund,2024-11-01,0%
Pinnacle Macro Fund,2024-12-01,-0.35%
Drawbridge Investments,2023-01-01,-0.88%
Drawbridge Investments,2023-02-01,-3.17%
Drawbridge Investments,2023-03-01,0.31%
Drawbridge Investments,2023-04-01,1.93%
Drawbridge Investments,2023-05-01,4.01%
Drawbridge Investments,2023-06-01,2.66%
Drawbridge Investments,2023-07-01,-3.16%
Drawbridge Investments,2023-08-01,0.76%
Drawbridge Investments,2023-09-01,-0.31%
Drawbridge Investments,2023-10-01,1.94%
Drawbridge Investments,2023-11-01,0.65%
Drawbridge Investments,2023-12-01,2.18%
Drawbridge Investments,2024-01-01,0.6%
Drawbridge Investments,2024-02-01,3.77%
Drawbridge Investments,2024-03-01,2.59%
Drawbridge Investments,2024-04-01,0.36%
Drawbridge Investments,2024-05-01,0.01%
Drawbridge Investments,2024-06-01,-1.72%
Drawbridge Investments,2024-07-01,2.6%
Drawbridge Investments,2024-08-01,-1.27%
Drawbridge Investments,2024-09-01,0.24%
Drawbridge Investments,2024-10-01,0.65%
Drawbridge Investments,2024-11-01,0.01%
Drawbridge Investments,2024-12-01,2.27%
Harbour Capital,2020-01-01,0.0303
Harbour Capital,2020-02-01,0.0004
Harbour Capital,2020-03-01,-0.0017
Harbour Capital,2020-04-01,-0.0134
Harbour Capital,2020-05-01,-0.0155
Harbour Capital,2020-06-01,0.025
Harbour Capital,2020-07-01,0.0112
Harbour Capital,2020-08-01,-0.0262
Harbour Capital,2020-09-01,0.0005
Harbour Capital,2020-10-01,0.0265
Harbour Capital,2020-11-01,0.0314
Harbour Capital,2020-12-01,0.0185
Harbour Capital,2021-01-01,-0.01
Harbour Capital,2021-02-01,0.0111
Harbour Capital,2021-03-01,0.0209
Harbour Capital,2021-04-01,0.0227
Harbour Capital,2021-05-01,-0.0155
Harbour Capital,2021-06-01,0.0178
Harbour Capital,2021-07-01,0.0432
Harbour Capital,2021-08-01,-0.0103
Harbour Capital,2021-09-01,-0.1087
Harbour Capital,2021-10-01,-0.0816
Harbour Capital,2021-11-01,-0.0717
Harbour Capital,2021-12-01,-0.0433
Harbour Capital,2022-01-01,0.0304
Harbour Capital,2022-02-01,0.0324
Harbour Capital,2022-03-01,-0.0046
Harbour Capital,2022-04-01,0.0058
Harbour Capital,2022-05-01,0.0171
Harbour Capital,2022-06-01,0.0253
Harbour Capital,2022-07-01,-0.0326
Harbour Capital,2022-08-01,0.0066
Harbour Capital,2022-09-01,0.0423
Harbour Capital,2022-10-01,0.0273
Harbour Capital,2022-11-01,0.0085
Harbour Capital,2022-12-01,0.0125
Harbour Capital,2023-01-01,0.0284
Harbour Capital,2023-02-01,0.0153
Harbour Capital,2023-03-01,0.037
Harbour Capital,2023-04-01,-0.013
Harbour Capital,2023-05-01,-0.0293
Harbour Capital,2023-06-01,-0.0126
Harbour Capital,2023-07-01,0.0233
Harbour Capital,2023-08-01,0.0193
Harbour Capital,2023-09-01,0.0043
Harbour Capital,2023-10-01,-0.0224
Harbour Capital,2023-11-01,0.0223
Harbour Capital,2023-12-01,-0.0173
Harbour Capital,2024-01-01,-0.0206
Harbour Capital,2024-02-01,0.0081
Harbour Capital,2024-03-01,0.0058
Harbour Capital,2024-04-01,-0.0039
Harbour Capital,2024-05-01,0.0219
Harbour Capital,2024-06-01,0.0176
Harbour Capital,2024-07-01,0.0235
Harbour Capital,2024-08-01,0.0059
Harbour Capital,2024-09-01,0.0077
Harbour Capital,2024-10-01,0.0308
Harbour Capital,2024-11-01,0.0066
Harbour Capital,2024-12-01,0.0198
Granite Global,2022-01-01,0.13%
Granite Global,2022-02-01,-0.34%
Granite Global,2022-03-01,0.49%
Granite Global,2022-04-01,0.24%
Granite Global,2022-05-01,-0.68%
Granite Global,2022-06-01,0.34%
Granite Global,2022-07-01,-0.11%
Granite Global,2022-08-01,-0.07%
Granite Global,2022-09-01,-0.06%
Granite Global,2022-10-01,-0.34%
Granite Global,2022-11-01,0.13%
Granite Global,2022-12-01,-0.38%
Granite Global,2023-01-01,0.09%
Granite Global,2023-02-01,0.12%
Granite Global,2023-03-01,-0.03%
Granite Global,2023-04-01,-0.03%
Granite Global,2023-05-01,-0.46%
Granite Global,2023-06-01,0.24%
Granite Global,2023-07-01,-0.48%
Granite Global,2023-08-01,-0.04%
Granite Global,2023-09-01,-0.16%
Granite Global,2023-10-01,0.3%
Granite Global,2023-11-01,0.07%
Granite Global,2023-12-01,-0.05%
Granite Global,2024-01-01,0.27%
Granite Global,2024-02-01,-0.2%
Granite Global,2024-03-01,-0.29%
Granite Global,2024-04-01,-0.28%
Granite Global,2024-05-01,-0.06%
Granite Global,2024-06-01,-0.59%
Granite Global,2024-07-01,-0.36%
Granite Global,2024-08-01,0.02%
Granite Global,2024-09-01,-0.12%
Granite Global,2024-10-01,-0.06%
Granite Global,2024-11-01,-0.29%
Granite Global,2024-12-01,0.23%
Lodestar Credit Opportunities,2015-01-01,0.42%
Lodestar Credit Opportunities,2015-02-01,0.29%
Lodestar Credit Opportunities,2015-03-01,0.38%
Lodestar Credit Opportunities,2015-04-01,-0.51%
Lodestar Credit Opportunities,2015-05-01,-0.36%
Lodestar Credit Opportunities,2015-06-01,-0.05%
Lodestar Credit Opportunities,2015-07-01,0.1%
Lodestar Credit Opportunities,2015-08-01,-0.33%
Lodestar Credit Opportunities,2015-09-01,-0.26%
Lodestar Credit Opportunities,2015-10-01,0.01%
Lodestar Credit Opportunities,2015-11-01,-0.46%
Lodestar Credit Opportunities,2015-12-01,-0.19%
Lodestar Credit Opportunities,2016-01-01,0.33%
Lodestar Credit Opportunities,2016-02-01,-0.75%
Lodestar Credit Opportunities,2016-03-01,-0.06%
Lodestar Credit Opportunities,2016-04-01,0.03%
Lodestar Credit Opportunities,2016-05-01,0.19%
Lodestar Credit Opportunities,2016-06-01,-0.03%
Lodestar Credit Opportunities,2016-07-01,0.26%
Lodestar Credit Opportunities,2016-08-01,0.3%
Lodestar Credit Opportunities,2016-09-01,0.17%
Lodestar Credit Opportunities,2016-10-01,0.14%
Lodestar Credit Opportunities,2016-11-01,0.05%
Lodestar Credit Opportunities,2016-12-01,-0.45%
Lodestar Credit Opportunities,2017-01-01,0.04%
Lodestar Credit Opportunities,2017-02-01,-0.04%
Lodestar Credit Opportunities,2017-03-01,-0.01%
Lodestar Credit Opportunities,2017-04-01,0.16%
Lodestar Credit Opportunities,2017-05-01,-0.42%
Lodestar Credit Opportunities,2017-06-01,0.26%
Lodestar Credit Opportunities,2017-07-01,-0.33%
Lodestar Credit Opportunities,2017-08-01,0.31%
Lodestar Credit Opportunities,2017-09-01,-0.34%
Lodestar Credit Opportunities,2017-10-01,-0.14%
Lodestar Credit Opportunities,2017-11-01,-0.08%
Lodestar Credit Opportunities,2017-12-01,-0.38%
Lodestar Credit Opportunities,2018-01-01,-0.09%
Lodestar Credit Opportunities,2018-02-01,-0.38%
Lodestar Credit Opportunities,2018-03-01,0.24%
Lodestar Credit Opportunities,2018-04-01,0.2%
Lodestar Credit Opportunities,2018-05-01,0.57%
Lodestar Credit Opportunities,2018-06-01,0.28%
Lodestar Credit Opportunities,2018-07-01,0.04%
Lodestar Credit Opportunities,2018-08-01,0.29%
Lodestar Credit Opportunities,2018-09-01,0.37%
Lodestar Credit Opportunities,2018-10-01,-0.05%
Lodestar Credit Opportunities,2018-11-01,0.44%
Lodestar Credit Opportunities,2018-12-01,0.06%
Lodestar Credit Opportunities,2019-01-01,0.48%
Lodestar Credit Opportunities,2019-02-01,-0.02%
Lodestar Credit Opportunities,2019-03-01,-0.5%
Lodestar Credit Opportunities,2019-04-01,0.02%
Lodestar Credit Opportunities,2019-05-01,-0.19%
Lodestar Credit Opportunities,2019-06-01,0.34%
Lodestar Credit Opportunities,2019-07-01,-0.13%
Lodestar Credit Opportunities,2019-08-01,-0.44%
Lodestar Credit Opportunities,2019-09-01,0.04%
Lodestar Credit Opportunities,2019-10-01,-0.3%
Lodestar Credit Opportunities,2019-11-01,-0.08%
Lodestar Credit Opportunities,2019-12-01,-0.23%
Lodestar Credit Opportunities,2020-01-01,-0.11%
Lodestar Credit Opportunities,2020-02-01,-0.17%
Lodestar Credit Opportunities,2020-03-01,0.31%
Lodestar Credit Opportunities,2020-04-01,0.17%
Lodestar Credit Opportunities,2020-05-01,-0.23%
Lodestar Credit Opportunities,2020-06-01,-0.11%
Lodestar Credit Opportunities,2020-07-01,0.51%
Lodestar Credit Opportunities,2020-08-01,-0%
Lodestar Credit Opportunities,2020-09-01,0.08%
Lodestar Credit Opportunities,2020-10-01,0.14%
Lodestar Credit Opportunities,2020-11-01,-0.01%
Lodestar Credit Opportunities,2020-12-01,0.29%
Lodestar Credit Opportunities,2021-01-01,-0.02%
Lodestar Credit Opportunities,2021-02-01,0.52%
Lodestar Credit Opportunities,2021-03-01,0.09%
Lodestar Credit Opportunities,2021-04-01,-0.02%
Lodestar Credit Opportunities,2021-05-01,-0.04%
Lodestar Credit Opportunities,2021-06-01,-0.33%
Lodestar Credit Opportunities,2021-07-01,0.15%
Lodestar Credit Opportunities,2021-08-01,0.02%
Lodestar Credit Opportunities,2021-09-01,-0.42%
Lodestar Credit Opportunities,2021-10-01,-0.34%
Lodestar Credit Opportunities,2021-11-01,-0.1%
Lodestar Credit Opportunities,2021-12-01,-0.18%
Lodestar Credit Opportunities,2022-01-01,0.42%
Lodestar Credit Opportunities,2022-02-01,-0.02%
Lodestar Credit Opportunities,2022-03-01,0.15%
Lodestar Credit Opportunities,2022-04-01,0.47%
Lodestar Credit Opportunities,2022-05-01,0.14%
Lodestar Credit Opportunities,2022-06-01,-0.1%
Lodestar Credit Opportunities,2022-07-01,0.11%
Lodestar Credit Opportunities,2022-08-01,0.12%
Lodestar Credit Opportunities,2022-09-01,0.03%
Lodestar Credit Opportunities,2022-10-01,-0.09%
Lodestar Credit Opportunities,2022-11-01,0.59%
Lodestar Credit Opportunities,2022-12-01,0.05%
Lodestar Credit Opportunities,2023-01-01,-0.29%
Lodestar Credit Opportunities,2023-02-01,-0.03%
Lodestar Credit Opportunities,2023-03-01,-0.11%
Lodestar Credit Opportunities,2023-04-01,0.12%
Lodestar Credit Opportunities,2023-05-01,-0.01%
Lodestar Credit Opportunities,2023-06-01,0.14%
Lodestar Credit Opportunities,2023-07-01,0.17%
Lodestar Credit Opportunities,2023-08-01,-0.2%
Lodestar Credit Opportunities,2023-09-01,0.4%
Lodestar Credit Opportunities,2023-10-01,-0.39%
Lodestar Credit Opportunities,2023-11-01,0.31%
Lodestar Credit Opportunities,2023-12-01,0.85%
Lodestar Credit Opportunities,2024-01-01,-0.27%
Lodestar Credit Opportunities,2024-02-01,0.07%
Lodestar Credit Opportunities,2024-03-01,-0.18%
Lodestar Credit Opportunities,2024-04-01,0.51%
Lodestar Credit Opportunities,2024-05-01,-0.16%
Lodestar Credit Opportunities,2024-06-01,0.37%
Lodestar Credit Opportunities,2024-07-01,-0.14%
Lodestar Credit Opportunities,2024-08-01,-0.33%
Lodestar Credit Opportunities,2024-09-01,-0.33%
Lodestar Credit Opportunities,2024-10-01,-0.46%
Lodestar Credit Opportunities,2024-11-01,-0.4%
Lodestar Credit Opportunities,2024-12-01,-0.19%
Beacon Capital,2024-01-01,-0.91%
Beacon Capital,2024-02-01,0.85%
Beacon Capital,2024-03-01,1.26%
Beacon Capital,2024-04-01,0.52%
Beacon Capital,2024-05-01,0.43%
Beacon Capital,2024-06-01,0.77%
Beacon Capital,2024-07-01,-1.59%
Beacon Capital,2024-08-01,1.39%
Beacon Capital,2024-09-01,-0.01%
Beacon Capital,2024-10-01,1.03%
Beacon Capital,2024-11-01,0.21%
Beacon Capital,2024-12-01,-0.16%
Harbour Asset Management,2018-01-01,0.0018
Harbour Asset Management,2018-02-01,0.009
Harbour Asset Management,2018-03-01,0.0003
Harbour Asset Management,2018-04-01,0.0001
Harbour Asset Management,2018-05-01,-0.0033
Harbour Asset Management,2018-06-01,0.0032
Harbour Asset Management,2018-07-01,0.0038
Harbour Asset Management,2018-08-01,-0.0024
Harbour Asset Management,2018-09-01,0.0018
Harbour Asset Management,2018-10-01,0.0014
Harbour Asset Management,2018-11-01,0.0011
Harbour Asset Management,2018-12-01,-0.0054
Harbour Asset Management,2019-01-01,-0.0012
Harbour Asset Management,2019-02-01,-0.0033
Harbour Asset Management,2019-03-01,0.0027
Harbour Asset Management,2019-04-01,0.0016
Harbour Asset Management,2019-05-01,0.0033
Harbour Asset Management,2019-06-01,0.0005
Harbour Asset Management,2019-07-01,-0.0012
Harbour Asset Management,2019-08-01,0.0014
Harbour Asset Management,2019-09-01,-0.0002
Harbour Asset Management,2019-10-01,0.0051
Harbour Asset Management,2019-11-01,-0.0007
Harbour Asset Management,2019-12-01,0.0063
Harbour Asset Management,2020-01-01,0.0025
Harbour Asset Management,2020-02-01,-0.0028
Harbour Asset Management,2020-03-01,0.001
Harbour Asset Management,2020-04-01,0.0036
Harbour Asset Management,2020-05-01,0.0108
Harbour Asset Management,2020-06-01,0.0037
Harbour Asset Management,2020-07-01,0.0038
Harbour Asset Management,2020-08-01,-0.0085
Harbour Asset Management,2020-09-01,0.0004
Harbour Asset Management,2020-10-01,-0.0009
Harbour Asset Management,2020-11-01,-0.0052
Harbour Asset Management,2020-12-01,-0.0079
Harbour Asset Management,2021-01-01,0.0008
Harbour Asset Management,2021-02-01,0.002
Harbour Asset Management,2021-03-01,-0.0003
Harbour Asset Management,2021-04-01,-0.0008
Harbour Asset Management,2021-05-01,-0.0008
Harbour Asset Management,2021-06-01,-0.0006
Harbour Asset Management,2021-07-01,-0.0002
Harbour Asset Management,2021-08-01,-0.0002
Harbour Asset Management,2021-09-01,0.0072
Harbour Asset Management,2021-10-01,-0.0012
Harbour Asset Management,2021-11-01,0.0026
Harbour Asset Management,2021-12-01,0.0015
Harbour Asset Management,2022-01-01,-0.0037
Harbour Asset Management,2022-02-01,0.0029
Harbour Asset Management,2022-03-01,0.0019
Harbour Asset Management,2022-04-01,-0.0002
Harbour Asset Management,2022-05-01,0.002
Harbour Asset Management,2022-06-01,-0.0032
Harbour Asset Management,2022-07-01,0.0046
Harbour Asset Management,2022-08-01,-0.0035
Harbour Asset Management,2022-09-01,-0.0015
Harbour Asset Management,2022-10-01,0.0013
Harbour Asset Management,2022-11-01,0.0044
Harbour Asset Management,2022-12-01,0.0044
Harbour Asset Management,2023-01-01,0.006
Harbour Asset Management,2023-02-01,-0.0012
Harbour Asset Management,2023-03-01,0.0008
Harbour Asset Management,2023-04-01,0.0002
Harbour Asset Management,2023-05-01,0.001
Harbour Asset Management,2023-06-01,0.0012
Harbour Asset Management,2023-07-01,-0.0041
Harbour Asset Management,2023-08-01,0.0026
Harbour Asset Management,2023-09-01,-0.0014
Harbour Asset Management,2023-10-01,-0.0031
Harbour Asset Management,2023-11-01,-0.0057
Harbour Asset Management,2023-12-01,0.0021
Harbour Asset Management,2024-01-01,0.0015
Harbour Asset Management,2024-02-01,-0.0055
Harbour Asset Management,2024-03-01,-0.0002
Harbour Asset Management,2024-04-01,0.0051
Harbour Asset Management,2024-05-01,0.0003
Harbour Asset Management,2024-06-01,0.0006
Harbour Asset Management,2024-07-01,0.0066
Harbour Asset Management,2024-08-01,-0.0014
Harbour Asset Management,2024-09-01,0.0034
Harbour Asset Management,2024-10-01,0.0041
Harbour Asset Management,2024-11-01,-0.0008
Harbour Asset Management,2024-12-01,0.0002
Ardent Group,2021-01-01,-0.35%
Ardent Group,2021-02-01,-0.22%
Ardent Group,2021-03-01,0.17%
Ardent Group,2021-04-01,0.18%
Ardent Group,2021-05-01,-0.16%
Ardent Group,2021-06-01,0.24%
Ardent Group,2021-07-01,-0.1%
Ardent Group,2021-08-01,-0.22%
Ardent Group,2021-09-01,-0.12%
Ardent Group,2021-10-01,0.04%
Ardent Group,2021-11-01,0.28%
Ardent Group,2021-12-01,0.25%
Ardent Group,2022-01-01,0.22%
Ardent Group,2022-02-01,-0.19%
Ardent Group,2022-03-01,0.09%
Ardent Group,2022-04-01,-0.52%
Ardent Group,2022-05-01,-0.15%
Ardent Group,2022-06-01,-0.52%
Ardent Group,2022-07-01,-0.1%
Ardent Group,2022-08-01,-0.34%
Ardent Group,2022-09-01,0.06%
Ardent Group,2022-10-01,-0.16%
Ardent Group,2022-11-01,0.05%
Ardent Group,2022-12-01,0.52%
Ardent Group,2023-01-01,0.08%
Ardent Group,2023-02-01,0.51%
Ardent Group,2023-03-01,-0.37%
Ardent Group,2023-04-01,-0.01%
Ardent Group,2023-05-01,-0.16%
Ardent Group,2023-06-01,0.01%
Ardent Group,2023-07-01,-0.09%
Ardent Group,2023-08-01,0%
Ardent Group,2023-09-01,-0%
Ardent Group,2023-10-01,0.28%
Ardent Group,2023-11-01,0.21%
Ardent Group,2023-12-01,0.48%
Ardent Group,2024-01-01,-0.33%
Ardent Group,2024-02-01,0.06%
Ardent Group,2024-03-01,0.04%
Ardent Group,2024-04-01,0.03%
Ardent Group,2024-05-01,0.27%
Ardent Group,2024-06-01,-0.02%
Ardent Group,2024-07-01,-0.49%
Ardent Group,2024-08-01,-0.41%
Ardent Group,2024-09-01,0.25%
Ardent Group,2024-10-01,0.07%
Ardent Group,2024-11-01,-0.05%
Ardent Group,2024-12-01,0.14%
Summit Advisors,2021-01-01,4.64%
Summit Advisors,2021-02-01,2.31%
Summit Advisors,2021-03-01,-0.07%
Summit Advisors,2021-04-01,0.08%
Summit Advisors,2021-05-01,-0.57%
Summit Advisors,2021-06-01,3.01%
Summit Advisors,2021-07-01,2.68%
Summit Advisors,2021-08-01,2.14%
Summit Advisors,2021-09-01,-1.81%
Summit Advisors,2021-10-01,0.46%
Summit Advisors,2021-11-01,3.01%
Summit Advisors,2021-12-01,2.45%
Summit Advisors,2022-01-01,4.21%
Summit Advisors,2022-02-01,2.02%
Summit Advisors,2022-03-01,1.05%
Summit Advisors,2022-04-01,2.04%
Summit Advisors,2022-05-01,2.37%
Summit Advisors,2022-06-01,-1.72%
Summit Advisors,2022-07-01,0.27%
Summit Advisors,2022-08-01,1.15%
Summit Advisors,2022-09-01,2.79%
Summit Advisors,2022-10-01,0.18%
Summit Advisors,2022-11-01,1.14%
Summit Advisors,2022-12-01,2.05%
Summit Advisors,2023-01-01,-0.02%
Summit Advisors,2023-02-01,0.04%
Summit Advisors,2023-03-01,0.32%
Summit Advisors,2023-04-01,-1.79%
Summit Advisors,2023-05-01,-2.87%
Summit Advisors,2023-06-01,-0.28%
Summit Advisors,2023-07-01,-1.36%
Summit Advisors,2023-08-01,1.89%
Summit Advisors,2023-09-01,3.17%
Summit Advisors,2023-10-01,2.32%
Summit Advisors,2023-11-01,0.87%
Summit Advisors,2023-12-01,3.23%
Summit Advisors,2024-01-01,1.65%
Summit Advisors,2024-02-01,-0.91%
Summit Advisors,2024-03-01,0.45%
Summit Advisors,2024-04-01,2.05%
Summit Advisors,2024-05-01,1.79%
Summit Advisors,2024-06-01,1.7%
Summit Advisors,2024-07-01,-1.06%
Summit Advisors,2024-08-01,4.34%
Summit Advisors,2024-09-01,0.94%
Summit Advisors,2024-10-01,1.73%
Summit Advisors,2024-11-01,1.11%
Summit Advisors,2024-12-01,1.54%
Alpha Holdings,2020-01-01,-0.25%
Alpha Holdings,2020-02-01,-1.32%
Alpha Holdings,2020-03-01,-0.93%
Alpha Holdings,2020-04-01,1.24%
Alpha Holdings,2020-05-01,1.31%
Alpha Holdings,2020-06-01,3.46%
Alpha Holdings,2020-07-01,0.6%
Alpha Holdings,2020-08-01,2.93%
Alpha Holdings,2020-09-01,0.86%
Alpha Holdings,2020-10-01,0.07%
Alpha Holdings,2020-11-01,2.91%
Alpha Holdings,2020-12-01,0.33%
Alpha Holdings,2021-01-01,2.48%
Alpha Holdings,2021-02-01,1.69%
Alpha Holdings,2021-03-01,3.62%
Alpha Holdings,2021-04-01,-0.16%
Alpha Holdings,2021-05-01,2.84%
Alpha Holdings,2021-06-01,2.14%
Alpha Holdings,2021-07-01,2.02%
Alpha Holdings,2021-08-01,-3.15%
Alpha Holdings,2021-09-01,-9.05%
Alpha Holdings,2021-10-01,-6.6%
Alpha Holdings,2021-11-01,-10.99%
Alpha Holdings,2021-12-01,-10.27%
Alpha Holdings,2022-01-01,-0.66%
Alpha Holdings,2022-02-01,-0.31%
Alpha Holdings,2022-03-01,3.08%
Alpha Holdings,2022-04-01,1.94%
Alpha Holdings,2022-05-01,0.49%
Alpha Holdings,2022-06-01,7.02%
Alpha Holdings,2022-07-01,0.82%
Alpha Holdings,2022-08-01,-0.04%
Alpha Holdings,2022-09-01,-0.11%
Alpha Holdings,2022-10-01,0.02%
Alpha Holdings,2022-11-01,1.84%
Alpha Holdings,2022-12-01,2.99%
Alpha Holdings,2023-01-01,1.49%
Alpha Holdings,2023-02-01,2.34%
Alpha Holdings,2023-03-01,1.23%
Alpha Holdings,2023-04-01,2.16%
Alpha Holdings,2023-05-01,3.71%
Alpha Holdings,2023-06-01,2.53%
Alpha Holdings,2023-07-01,-1.54%
Alpha Holdings,2023-08-01,1.22%
Alpha Holdings,2023-09-01,0.43%
Alpha Holdings,2023-10-01,2.3%
Alpha Holdings,2023-11-01,0.1%
Alpha Holdings,2023-12-01,-0.57%
Alpha Holdings,2024-01-01,-0.71%
Alpha Holdings,2024-02-01,1.92%
Alpha Holdings,2024-03-01,4.03%
Alpha Holdings,2024-04-01,-1.2%
